"CompanyID";"EAN";"DistCode";"ItemUnit";"Nettopris";"Bruttopris";"LangProduktBeskrivelse";"KortProduktBeskrivelse";"ProduktGruppe";"ProduktID";"Varetekst1";"Varetekst2";"Synonyms";"ProduktGruppeTekst";"Weight";"SupName";"SupplierURL";"SupplierURL2";"SupplierURL3";"ProductURL";"StatGroupNo1";"MinQuantityWithDefault";"Linierabat1";"Linierabat2";"AliasMax240";"PakkeAntal";"Sikkerhedsdatablad";"Billede";"Bonus";"Afgift";"Kategori1";"Kategori2";"Kategori3";"Kategori4";"TransactionType";"SafetyDataSheetsURL";"Specifications";"ConversionFactor";"ConversionMethod";"SupplierProductNumber";"ProductCategory";"Status";"DisplayName";"Brand";"ProductType"
"52993";"7611205100032";"1";"stk";21,96;62,75;"<ul><li>Anvendes til varmeinstallationer&nbsp;</li><li>Bl&oslash;dst&oslash;bt randfitting.</li></ul>&nbsp;";"";"00-104";"000001103";"Bøjning 90gr S. 3/8";"Muffe-Nippel";"Bøjning";"GF Blødstøbt fittings >= 1 1/4";0,088;"Georg Fischer Fittings GmbH";"http://ecat.georgfischer.com/mediacockpit/servlet/CatalogServlet?page=catNode&context=product&objId=0ff6ecd09d3faf03&navIds=1100c421192eef73_13a45e74c093c83c_13a45e74c183c93c&displayType=0&catalogId=1100c42bdf1ef473&lang=da";"";"";"http://www.bd.dk/000001103";"V00";1;65;0,00;"radiatorbøjning, radiator bøjning";10;"";"https://sgdd.scene7.com/is/image/saintgobain/000001106_set?$BD_ProductMain$";"";0,00;"VVS";"Rør & Fittings";"Sorte fittings & rør";"Bøjning";"";"";"Dimension ['']:3/8|Materiale:Sort stål|Vinkel [grader]:90";"";"";"770001103";"";"Æ";"Georg Fischer Lang bøjning 90° sort ?'' muffe-nippel";"Georg Fischer";"0"
"52993";"7611205100049";"1";"stk";13,3;38;"<ul><li>Anvendes til varmeinstallationer</li><li>Bl&oslash;dst&oslash;bt randfitting</li></ul>";"";"00-104";"000001104";"Bøjning 90gr S. 1/2";"Muffe-Nippel";"Bøjning";"GF Blødstøbt fittings >= 1 1/4";0,16;"Georg Fischer Fittings GmbH";"http://ecat.georgfischer.com/mediacockpit/servlet/CatalogServlet?page=catNode&context=product&objId=0ff6ecd09d3faf03&navIds=1100c421192eef73_13a45e74c093c83c_13a45e74c183c93c&displayType=0&catalogId=1100c42bdf1ef473&lang=da";"www.georgfischer.dk/?";"";"http://www.bd.dk/000001104";"V00";1;65;0,00;"radiatorbøjning, radiator bøjning";80;"";"https://sgdd.scene7.com/is/image/saintgobain/000001106_set?$BD_ProductMain$";"";0,00;"VVS";"Rør & Fittings";"Sorte fittings & rør";"Bøjning";"";"";"Dimension ['']:1/2|Materiale:Sort stål|Vinkel [grader]:90";"";"";"770001104";"";"Æ";"Georg Fischer Lang bøjning 90° sort ½'' muffe-nippel";"Georg Fischer";"0"
"52993";"7611205100063";"1";"stk";34,21;97,75;"<ul><li>Anvendes til varmeinstallationer</li><li>Bl&oslash;dst&oslash;bt randfitting</li></ul>";"";"00-103";"000001106";"Bøjning 90gr S. 3/4";"Muffe-Nippel";"Bøjning";"Blødstøbt fittings/GF <= 1";0,244;"Georg Fischer Fittings GmbH";"http://ecat.georgfischer.com/mediacockpit/servlet/CatalogServlet?page=catNode&context=product&objId=0ff6ecd09d3faf03&navIds=1100c421192eef73_13a45e74c093c83c_13a45e74c183c93c&displayType=0&catalogId=1100c42bdf1ef473&lang=da";"www.georgfischer.dk/?";"";"http://www.bd.dk/000001106";"V00";1;65;0,00;"40142309";10;"";"https://sgdd.scene7.com/is/image/saintgobain/000001106_set?$BD_ProductMain$";"";0,00;"VVS";"Rør & Fittings";"Sorte fittings & rør";"Bøjning";"";"";"Dimension ['']:3/4|Fitting type:Bøjning|Materiale:Sort stål|Vinkel [grader]:90";"";"";"770001105";"";"Æ";"Georg Fischer Lang bøjning 90° sort 3/4'' muffe-nippel";"Georg Fischer";"0"
"52993";"7611205100070";"1";"stk";46,2;132;"<ul><li>Anvendes til varmeinstallationer</li><li>Bl&oslash;dst&oslash;bt randfitting</li></ul>";"";"00-103";"000001108";"Bøjning 90gr S. 1";"Muffe-Nippel";"Bøjning";"Blødstøbt fittings/GF <= 1";0,4;"Georg Fischer Fittings GmbH";"http://ecat.georgfischer.com/mediacockpit/servlet/CatalogServlet?page=catNode&context=product&objId=0ff6ecd09d3faf03&navIds=1100c421192eef73_13a45e74c093c83c_13a45e74c183c93c&displayType=0&catalogId=1100c42bdf1ef473&lang=da";"";"";"http://www.bd.dk/000001108";"V00";1;65;0,00;"40142309";1;"";"https://sgdd.scene7.com/is/image/saintgobain/000001106_set?$BD_ProductMain$";"";0,00;"VVS";"Rør & Fittings";"Sorte fittings & rør";"Bøjning";"";"";"Dimension ['']:1|Fitting type:Bøjning|Materiale:Sort stål|Vinkel [grader]:90";"";"";"770001106";"";"Æ";"Georg Fischer Lang bøjning 90° sort 1'' muffe-nippel";"Georg Fischer";"0"
"52993";"7611205200046";"1";"stk";24,76;70,75;"<ul><li>Anvendes til vandinstallationer</li><li>Bl&oslash;dst&oslash;bt randfitting</li><li>Galvaniseret</li></ul>";"";"00-103";"000001404";"Bøjning 90gr G. 1/2";"Muffe-Nippel";"Bøjning";"Blødstøbt fittings/GF <= 1";0,168;"Georg Fischer Fittings GmbH";"http://ecat.georgfischer.com/mediacockpit/servlet/CatalogServlet?page=catNode&context=product&objId=0ff6ecd09d3faf03&navIds=1100c421192eef73_13a45e74c093c83c_13a45e74c183c93c&displayType=0&catalogId=1100c42bdf1ef473&lang=da";"www.georgfischer.dk/?";"";"http://www.bd.dk/000001404";"V00";1;65;0,00;"40142309";10;"";"https://sgdd.scene7.com/is/image/saintgobain/000001406_set?$BD_ProductMain$";"";0,00;"VVS";"Rør & Fittings";"Galvaniseret fittings & rør";"Bøjning";"";"";"Dimension ['']:1/2|Fitting type:Bøjning|Materiale:Galvaniseret stål|Vinkel [grader]:90";"";"";"770001204";"";"Æ";"Georg Fischer Lang bøjning 90° galvaniseret 1/2'' muffe-nippel";"Georg Fischer";"0"
